respondent_id,h1n1_vaccine,seasonal_vaccine
40262,0.34,0.67
40263,0.76,0.95
40264,0.07,0.09
40265,0.06,0.17
40266,0.7,0.53
40267,0.01,0.68
40268,0.02,0.15
40269,0.91,0.67
40270,0.25,0.36
40271,0.12,0.34
40272,0.73,0.62
40273,0.42,0.67
40274,0.65,0.87
40275,0.16,0.33
40276,0.08,0.96
40277,0.17,0.45
40278,0.47,0.46
40279,0.8,0.96
40280,0.59,0.83
40281,0.16,0.1
40282,0.21,0.26
40283,0.19,0.4
40284,0.01,0.14
40285,0.08,0.15
40286,0.01,0.24
40287,0.27,0.51
40288,0.17,0.12
40289,0.02,0.59
40290,0.0,1.0
40291,0.28,0.86
40292,0.09,0.47
40293,0.09,0.71
40294,0.06,0.24
40295,0.01,0.17
40296,0.03,0.02
40297,0.02,0.07
40298,0.3,0.09
40299,0.05,0.15
40300,0.28,0.46
40301,0.51,0.5
40302,0.59,0.76
40303,0.0,0.04
40304,0.02,0.39
40305,0.13,0.3
40306,0.25,0.51
40307,0.36,0.78
40308,0.21,0.67
40309,0.25,0.56
40310,0.07,0.08
40311,0.15,0.22
40312,0.04,0.15
40313,0.09,0.1
40314,0.01,0.99
40315,0.0,0.09
40316,0.04,0.74
40317,0.12,0.18
40318,0.01,0.47
40319,0.58,0.96
40320,0.08,0.19
40321,0.31,0.17
40322,0.36,0.37
40323,0.03,0.07
40324,0.08,0.24
40325,0.07,0.2
40326,0.05,0.06
40327,0.01,0.05
40328,0.15,0.24
40329,0.04,0.2
40330,0.43,0.83
40331,0.28,0.82
40332,0.21,0.16
40333,0.41,0.31
40334,0.09,0.74
40335,0.53,0.92
40336,0.07,0.21
40337,0.06,0.87
40338,0.14,0.54
40339,0.17,0.17
40340,0.39,0.96
40341,0.39,0.5
40342,0.01,0.15
40343,0.02,0.83
40344,0.55,0.51
40345,0.4,0.14
40346,0.86,0.94
40347,0.47,0.45
40348,0.12,0.55
40349,0.85,0.93
40350,0.24,0.31
40351,0.36,0.73
40352,0.44,0.93
40353,0.19,0.38
40354,0.03,0.53
40355,0.11,0.33
40356,0.07,0.17
40357,0.26,0.67
40358,0.51,0.26
40359,0.24,0.67
40360,0.1,0.2
40361,0.17,0.6
40362,0.07,0.12
40363,0.06,0.09
40364,0.06,0.96
40365,0.49,0.49
40366,0.33,0.45
40367,0.09,0.47
40368,0.04,0.5
40369,0.22,0.53
40370,0.31,0.37
40371,0.09,0.18
40372,0.03,0.07
40373,0.08,0.12
40374,0.29,0.9
40375,0.13,0.74
40376,0.1,0.62
40377,0.45,0.85
40378,0.16,0.32
40379,0.3,0.33
40380,0.06,0.06
40381,0.09,0.9
40382,0.03,0.27
40383,0.12,0.35
40384,0.12,0.83
40385,0.03,0.1
40386,0.01,0.68
40387,0.56,0.43
40388,0.22,0.31
40389,0.8,0.94
40390,0.06,0.33
40391,0.54,0.81
40392,0.07,0.86
40393,0.44,0.75
40394,0.05,0.27
40395,0.03,0.54
40396,0.51,0.85
40397,0.01,0.05
40398,0.68,0.98
40399,0.27,0.83
40400,0.18,0.4
40401,0.2,0.34
40402,0.04,0.08
40403,0.05,0.24
40404,0.01,0.17
40405,0.11,0.99
40406,0.81,0.94
40407,0.42,0.55
40408,0.1,0.16
40409,0.44,0.36
40410,0.13,0.43
40411,0.09,0.07
40412,0.21,0.85
40413,0.06,0.57
40414,0.14,0.84
40415,0.02,0.04
40416,0.2,0.39
40417,0.01,0.0
40418,0.08,0.18
40419,0.02,0.14
40420,0.07,0.63
40421,0.09,0.32
40422,0.69,0.57
40423,0.62,0.13
40424,0.1,0.18
40425,0.2,0.37
40426,0.56,0.52
40427,0.11,0.08
40428,0.28,0.39
40429,0.75,0.75
40430,0.45,0.63
40431,0.08,0.04
40432,0.0,0.19
40433,0.0,0.13
40434,0.04,0.19
40435,0.16,0.69
40436,0.07,0.04
40437,0.09,0.84
40438,0.66,0.69
40439,0.03,0.47
40440,0.11,0.22
40441,0.53,0.36
40442,0.02,0.22
40443,0.05,0.62
40444,0.06,0.05
40445,0.36,0.6
40446,0.1,0.39
40447,0.71,0.52
40448,0.27,0.31
40449,0.11,0.76
40450,0.19,0.1
40451,0.83,0.8
40452,0.2,0.26
40453,0.9,0.95
40454,0.1,0.0
40455,0.44,0.69
40456,0.26,0.37
40457,0.05,0.86
40458,0.09,0.2
40459,0.82,0.76
40460,0.27,0.92
40461,0.03,0.05
40462,0.73,0.95
40463,0.15,0.88
40464,0.16,0.37
40465,0.01,0.33
40466,0.01,0.6
40467,0.15,0.15
40468,0.24,0.69
40469,0.08,0.61
40470,0.16,0.47
40471,0.12,0.25
40472,0.03,0.05
40473,0.12,0.47
40474,0.2,0.32
40475,0.31,0.68
40476,0.18,0.15
40477,0.24,0.53
40478,0.0,0.38
40479,0.16,0.2
40480,0.51,0.73
40481,0.1,0.31
40482,0.72,0.67
40483,0.02,0.12
40484,0.9,0.94
40485,0.46,0.5
40486,0.04,0.05
40487,0.2,0.28
40488,0.75,0.65
40489,0.5,0.58
40490,0.26,0.48
40491,0.08,0.75
40492,0.34,0.8
40493,0.16,0.46
40494,0.01,0.05
40495,0.32,0.55
40496,0.46,0.72
40497,0.09,0.61
40498,0.07,0.63
40499,0.3,0.44
40500,0.02,0.11
40501,0.19,0.59
40502,0.04,0.14
40503,0.07,0.8
40504,0.01,0.03
40505,0.13,0.4
40506,0.11,0.64
40507,0.29,0.83
40508,0.43,0.73
40509,0.21,0.25
40510,0.18,0.94
40511,0.24,0.66
40512,0.82,0.79
40513,0.09,0.57
40514,0.1,0.98
40515,0.04,0.94
40516,0.46,0.73
40517,0.04,0.16
40518,0.11,0.01
40519,0.28,0.43
40520,0.9,0.99
40521,0.61,0.91
40522,0.06,0.8
40523,0.13,0.65
40524,0.0,0.45
40525,0.52,0.84
40526,0.16,0.43
40527,0.86,0.94
40528,0.04,0.19
40529,0.22,0.17
40530,0.14,0.23
40531,0.01,0.21
40532,0.01,0.33
40533,0.28,0.88
40534,0.11,0.34
40535,0.19,0.2
40536,0.01,0.02
40537,0.12,0.18
40538,0.19,0.98
40539,0.05,0.73
40540,0.45,0.56
40541,0.08,0.94
40542,0.18,0.12
40543,0.07,0.32
40544,0.08,0.21
40545,0.01,0.84
40546,0.08,0.18
40547,0.52,0.9
40548,0.2,0.3
40549,0.08,0.93
40550,0.04,0.14
40551,0.1,0.29
40552,0.07,0.69
40553,0.11,0.17
40554,0.74,0.73
40555,0.09,0.28
40556,0.12,0.15
40557,0.14,0.72
40558,0.45,0.52
40559,0.3,0.83
40560,0.16,0.82
40561,0.04,0.42
40562,0.12,0.34
40563,0.04,0.34
40564,0.46,0.44
40565,0.48,0.23
40566,0.14,0.32
40567,0.65,0.69
40568,0.01,0.12
40569,0.08,0.9
40570,0.69,0.68
40571,0.09,0.67
40572,0.07,0.55
40573,0.08,0.82
40574,0.0,0.8
40575,0.75,0.5
40576,0.01,0.03
40577,0.2,0.39
40578,0.12,0.05
40579,0.05,0.2
40580,0.09,0.43
40581,0.12,0.24
40582,0.89,0.93
40583,0.01,0.02
40584,0.23,0.67
40585,0.07,0.04
40586,0.02,0.04
40587,0.23,0.25
40588,0.13,0.76
40589,0.19,0.58
40590,0.47,0.78
40591,0.15,0.89
40592,0.15,0.69
40593,0.0,0.43
40594,0.13,0.09
40595,0.16,0.83
40596,0.1,0.58
40597,0.03,1.0
40598,0.02,0.32
40599,0.02,0.23
40600,0.23,0.29
40601,0.27,0.44
40602,0.01,0.16
40603,0.08,0.43
40604,0.29,0.22
40605,0.69,0.87
40606,0.44,0.8
40607,0.04,0.85
40608,0.1,0.1
40609,0.21,0.18
40610,0.17,0.23
40611,0.0,0.19
40612,0.32,0.59
40613,0.41,0.6
40614,0.19,0.16
40615,0.01,0.05
40616,0.08,0.43
40617,0.12,0.77
40618,0.28,0.19
40619,0.26,0.86
40620,0.3,0.38
40621,0.06,0.24
40622,0.03,0.23
40623,0.29,0.85
40624,0.7,0.96
40625,0.11,0.8
40626,0.08,0.11
40627,0.19,0.26
40628,0.06,0.09
40629,0.08,0.32
40630,0.12,0.42
40631,0.01,0.13
40632,0.63,0.71
40633,0.24,0.51
40634,0.1,0.53
40635,0.14,0.93
40636,0.07,0.56
40637,0.83,0.94
40638,0.03,0.9
40639,0.1,0.38
40640,0.0,0.82
40641,0.02,0.13
40642,0.17,0.29
40643,0.08,0.12
40644,0.15,0.64
40645,0.21,0.28
40646,0.66,0.88
40647,0.84,0.78
40648,0.33,0.81
40649,0.24,0.64
40650,0.86,0.91
40651,0.18,0.65
40652,0.23,0.5
40653,0.09,0.51
40654,0.09,0.22
40655,0.19,0.34
40656,0.05,0.3
40657,0.19,0.62
40658,0.32,0.54
40659,0.03,0.21
40660,0.12,0.48
40661,0.02,0.15
40662,0.7,0.99
40663,0.34,0.73
40664,0.16,0.31
40665,0.08,0.22
40666,0.19,0.36
40667,0.26,0.45
40668,0.06,0.41
40669,0.01,0.22
40670,0.03,0.45
40671,0.72,0.73
40672,0.64,0.82
40673,0.45,0.58
40674,0.13,0.26
40675,0.49,0.8
40676,0.03,0.11
40677,0.1,0.75
40678,0.4,0.02
40679,0.1,0.21
40680,0.04,0.53
40681,0.17,0.69
40682,0.41,0.9
40683,0.15,0.43
40684,0.1,0.35
40685,0.06,0.76
40686,0.03,0.95
40687,0.55,0.46
40688,0.09,0.46
40689,0.87,0.93
40690,0.04,0.22
40691,0.05,0.11
40692,0.4,0.12
40693,0.02,0.75
40694,0.04,1.0
40695,0.02,0.63
40696,0.05,0.11
40697,0.15,0.33
40698,0.05,0.63
40699,0.8,0.97
40700,0.52,0.38
40701,0.35,0.85
40702,0.56,0.35
40703,0.24,0.45
40704,0.6,0.92
40705,0.25,0.38
40706,0.08,0.19
40707,0.81,0.96
40708,0.4,0.86
40709,0.2,0.53
40710,0.64,0.19
40711,0.28,0.71
40712,0.04,0.31
40713,0.34,0.74
40714,0.16,0.13
40715,0.81,0.7
40716,0.11,0.36
40717,0.03,0.1
40718,0.23,0.56
40719,0.05,0.36
40720,0.01,0.43
40721,0.12,0.81
40722,0.08,0.38
40723,0.04,0.09
40724,0.06,0.11
40725,0.07,0.21
40726,0.38,0.21
40727,0.16,0.1
40728,0.02,0.06
40729,0.0,0.44
40730,0.16,0.67
40731,0.08,0.61
40732,0.11,0.1
40733,0.0,1.0
40734,0.0,0.08
40735,0.39,0.55
40736,0.18,0.45
40737,0.21,0.13
40738,0.45,0.86
40739,0.03,0.03
40740,0.05,0.28
40741,0.09,0.02
40742,0.07,0.18
40743,0.44,0.72
40744,0.33,0.64
40745,0.17,0.89
40746,0.0,0.06
40747,0.13,0.29
40748,0.15,0.68
40749,0.3,0.31
40750,0.31,0.36
40751,0.17,0.67
40752,0.06,0.03
40753,0.68,0.64
40754,0.01,0.24
40755,0.1,0.99
40756,0.41,0.54
40757,0.07,0.6
40758,0.2,0.66
40759,0.06,0.28
40760,0.03,0.71
40761,0.82,0.6
40762,0.21,0.56
40763,0.02,0.17
40764,0.2,0.13
40765,0.18,0.57
40766,0.81,0.78
40767,0.12,0.01
40768,0.26,0.38
40769,0.01,0.04
40770,0.0,0.03
40771,0.07,0.51
40772,0.66,0.65
40773,0.08,0.55
40774,0.1,0.51
40775,0.0,0.0
40776,0.07,0.43
40777,0.27,0.65
40778,0.02,0.1
40779,0.16,0.7
40780,0.03,0.99
40781,0.83,0.98
40782,0.39,0.63
40783,0.13,0.4
40784,0.16,0.21
40785,0.05,0.49
40786,0.13,0.36
40787,0.04,0.4
40788,0.0,0.05
40789,0.04,0.29
40790,0.19,0.72
40791,0.06,0.2
40792,0.17,0.29
40793,0.21,0.09
40794,0.11,0.46
40795,0.05,0.28
40796,0.04,0.4
40797,0.3,0.62
40798,0.12,0.8
40799,0.72,0.9
40800,0.12,0.07
40801,0.06,0.28
40802,0.01,0.07
40803,0.43,0.59
40804,0.95,0.91
40805,0.42,0.8
40806,0.13,0.52
40807,0.27,0.26
40808,0.17,0.26
40809,0.01,0.17
40810,0.06,0.28
40811,0.26,0.86
40812,0.04,0.08
40813,0.0,0.19
40814,0.13,0.14
40815,0.01,0.21
40816,0.0,0.17
40817,0.02,0.06
40818,0.05,0.06
40819,0.08,0.95
40820,0.02,0.66
40821,0.11,0.6
40822,0.3,0.41
40823,0.58,0.73
40824,0.09,0.39
40825,0.16,0.72
40826,0.51,0.7
40827,0.16,0.76
40828,0.1,0.29
40829,0.14,0.79
40830,0.1,0.53
40831,0.03,0.58
40832,0.84,0.84
40833,0.96,0.77
40834,0.03,0.07
40835,0.13,0.59
40836,0.17,0.88
40837,0.05,0.06
40838,0.26,0.72
40839,0.3,0.72
40840,0.48,0.73
40841,0.58,0.68
40842,0.38,0.38
40843,0.16,0.67
40844,0.11,0.44
40845,0.07,0.04
40846,0.52,0.66
40847,0.72,0.74
40848,0.35,0.81
40849,0.11,0.96
40850,0.22,0.65
40851,0.13,0.18
40852,0.08,0.13
40853,0.6,0.82
40854,0.13,0.54
40855,0.04,0.91
40856,0.14,0.75
40857,0.78,0.67
40858,0.03,0.45
40859,0.17,0.22
40860,0.77,0.81
40861,0.03,0.34
40862,0.1,0.18
40863,0.12,0.06
40864,0.08,0.87
40865,0.16,0.18
40866,0.04,0.79
40867,0.27,0.85
40868,0.01,0.5
40869,0.21,0.7
40870,0.03,0.36
40871,0.3,0.3
40872,0.18,0.62
40873,0.69,0.54
40874,0.2,0.8
40875,0.22,0.86
40876,0.71,0.76
40877,0.13,0.44
40878,0.17,0.16
40879,0.05,0.9
40880,0.76,0.94
40881,0.07,0.67
40882,0.73,0.97
40883,0.6,0.76
40884,0.0,0.26
40885,0.07,1.0
40886,0.01,0.27
40887,0.03,0.92
40888,0.33,0.87
40889,0.07,0.97
40890,0.06,0.28
40891,0.07,0.23
40892,0.15,0.39
40893,0.38,0.52
40894,0.32,0.26
40895,0.36,0.53
40896,0.02,0.67
40897,0.56,0.79
40898,0.7,0.8
40899,0.17,0.73
40900,0.02,0.18
40901,0.28,0.53
40902,0.39,0.79
40903,0.03,0.29
40904,0.31,0.63
40905,0.57,0.86
40906,0.57,0.79
40907,0.35,0.25
40908,0.12,0.6
40909,0.22,0.72
40910,0.55,0.61
40911,0.07,0.78
40912,0.15,0.17
40913,0.45,0.39
40914,0.81,0.91
40915,0.2,0.47
40916,0.18,0.24
40917,0.02,0.59
40918,0.34,0.24
40919,0.32,0.86
40920,0.04,0.16
40921,0.03,0.46
40922,0.1,0.37
40923,0.19,0.19
40924,0.12,0.1
40925,0.07,0.07
40926,0.63,0.68
40927,0.01,0.13
40928,0.4,0.69
40929,0.18,0.58
40930,0.45,0.86
40931,0.12,0.5
40932,0.41,0.28
40933,0.84,0.87
40934,0.58,0.96
40935,0.04,0.56
40936,0.1,0.59
40937,0.24,0.28
40938,0.0,0.06
40939,0.33,0.83
40940,0.15,0.49
40941,0.0,0.22
40942,0.1,0.53
40943,0.0,0.0
40944,0.09,0.42
40945,0.04,0.6
40946,0.09,0.56
40947,0.11,0.12
40948,0.14,0.24
40949,0.14,0.8
40950,0.07,0.96
40951,0.86,0.94
40952,0.08,0.61
40953,0.04,0.98
40954,0.26,0.96
40955,0.17,0.39
40956,0.24,0.55
40957,0.04,0.15
40958,0.61,0.69
40959,0.02,0.22
40960,0.41,0.62
40961,0.07,0.32
40962,0.3,0.99
40963,0.06,0.04
40964,0.41,0.45
40965,0.65,0.98
40966,0.1,0.37
40967,0.21,0.22
40968,0.35,0.97
40969,0.05,0.48
40970,0.02,0.56
40971,0.01,0.51
40972,0.13,0.19
40973,0.01,0.16
40974,0.48,0.71
40975,0.46,0.52
40976,0.15,0.38
40977,0.19,0.8
40978,0.0,0.03
40979,0.61,0.92
40980,0.01,0.18
40981,0.04,0.44
40982,0.1,0.15
40983,0.58,0.7
40984,0.21,0.17
40985,0.86,0.89
40986,0.02,0.08
40987,0.43,0.76
40988,0.02,0.27
40989,0.31,0.79
40990,0.06,0.23
40991,0.03,0.43
40992,0.2,0.53
40993,0.22,0.2
40994,0.44,0.88
40995,0.0,0.0
40996,0.25,0.89
40997,0.11,0.84
40998,0.12,0.26
40999,0.1,0.28
41000,0.35,0.38
41001,0.04,0.13
41002,0.31,0.89
41003,0.32,0.98
41004,0.14,0.22
41005,0.35,0.48
41006,0.16,0.28
41007,0.08,0.63
41008,0.0,0.64
41009,0.04,0.14
41010,0.16,0.28
41011,0.53,0.67
41012,0.68,0.85
41013,0.46,0.38
41014,0.0,0.01
41015,0.11,0.93
41016,0.2,0.34
41017,0.03,0.52
41018,0.0,0.22
41019,0.2,0.35
41020,0.05,0.94
41021,0.35,0.56
41022,0.1,0.29
41023,0.13,0.78
41024,0.31,0.72
41025,0.01,0.21
41026,0.01,0.18
41027,0.7,0.82
41028,0.04,0.55
41029,0.12,0.29
41030,0.3,0.49
41031,0.44,0.7
41032,0.28,0.59
41033,0.09,0.41
41034,0.43,0.82
41035,0.01,0.79
41036,0.5,0.88
41037,0.03,0.71
41038,0.65,0.75
41039,0.01,0.09
41040,0.02,0.1
41041,0.3,0.24
41042,0.81,0.75
41043,0.16,0.07
41044,0.19,0.07
41045,0.09,0.6
41046,0.04,0.07
41047,0.05,0.22
41048,0.32,0.37
41049,0.2,0.23
41050,0.49,0.52
41051,0.46,0.98
41052,0.2,0.84
41053,0.64,0.98
41054,0.65,0.28
41055,0.01,0.14
41056,0.07,0.3
41057,0.02,0.12
41058,0.11,0.84
41059,0.19,0.45
41060,0.81,0.38
41061,0.37,0.43
41062,0.17,0.91
41063,0.05,0.16
41064,0.32,0.77
41065,0.39,0.29
41066,0.05,0.02
41067,0.15,0.63
41068,0.15,0.67
41069,0.74,0.96
41070,0.35,0.45
41071,0.15,0.29
41072,0.16,0.24
41073,0.09,0.85
41074,0.1,0.37
41075,0.35,0.37
41076,0.48,0.62
41077,0.1,0.18
41078,0.26,0.53
41079,0.07,0.24
41080,0.21,0.48
41081,0.01,0.8
41082,0.55,0.84
41083,0.14,0.59
41084,0.09,0.78
41085,0.35,0.23
41086,0.06,0.19
41087,0.19,0.85
41088,0.41,0.88
41089,0.41,0.65
41090,0.01,0.22
41091,0.72,0.94
41092,0.02,0.24
41093,0.1,0.24
41094,0.07,0.11
41095,0.19,0.2
41096,0.0,0.01
41097,0.25,0.32
41098,0.02,0.27
41099,0.28,0.51
41100,0.62,0.57
41101,0.06,0.34
41102,0.42,0.95
41103,0.02,0.23
41104,0.09,0.11
41105,0.26,0.2
41106,0.21,0.4
41107,0.67,0.98
41108,0.47,0.87
41109,0.45,0.6
41110,0.7,0.54
41111,0.15,0.53
41112,0.03,0.31
41113,0.43,0.84
41114,0.44,0.63
41115,0.25,0.73
41116,0.42,0.25
41117,0.4,0.49
41118,0.24,0.64
41119,0.13,0.5
41120,0.34,0.78
41121,0.35,0.69
41122,0.38,0.3
41123,0.45,0.24
41124,0.36,0.9
41125,0.18,0.4
41126,0.26,0.53
41127,0.19,0.51
41128,0.27,0.56
41129,0.07,0.4
41130,0.07,0.81
41131,0.16,0.41
41132,0.4,0.4
41133,0.1,0.72
41134,0.03,0.02
41135,0.08,0.09
41136,0.49,0.15
41137,0.0,0.06
41138,0.11,0.27
41139,0.31,0.22
41140,0.24,0.3
41141,0.36,0.42
41142,0.27,0.5
41143,0.2,0.28
41144,0.22,0.41
41145,0.42,0.95
41146,0.42,0.35
41147,0.02,0.36
41148,0.08,0.02
41149,0.21,0.08
41150,0.28,0.48
41151,0.01,0.98
41152,0.57,0.87
41153,0.06,0.27
41154,0.1,0.27
41155,0.2,0.27
41156,0.05,0.03
41157,0.04,0.62
41158,0.69,0.61
41159,0.2,0.22
41160,0.51,0.54
41161,0.02,0.02
41162,0.01,0.28
41163,0.04,0.29
41164,0.22,0.56
41165,0.7,0.62
41166,0.12,0.78
41167,0.02,0.93
41168,0.31,0.11
41169,0.0,0.51
41170,0.46,0.61
41171,0.98,1.0
41172,0.21,0.68
41173,0.08,0.19
41174,0.25,0.66
41175,0.12,0.65
41176,0.0,0.09
41177,0.23,0.98
41178,0.15,0.14
41179,0.28,0.48
41180,0.02,0.21
41181,0.26,0.26
41182,0.31,0.36
41183,0.14,0.19
41184,0.22,0.68
41185,0.16,0.21
41186,0.12,0.78
41187,0.07,0.21
41188,0.64,0.88
41189,0.12,0.37
41190,0.52,0.7
41191,0.72,0.61
41192,0.15,0.19
41193,0.38,0.98
41194,0.23,0.28
41195,0.32,0.09
41196,0.2,0.73
41197,0.11,0.41
41198,0.09,0.84
41199,0.34,0.69
41200,0.14,0.36
41201,0.01,0.1
41202,0.73,0.79
41203,0.65,0.76
41204,0.08,0.32
41205,0.0,0.01
41206,0.46,0.35
41207,0.05,0.24
41208,0.3,0.31
41209,0.16,0.61
41210,0.2,0.72
41211,0.09,0.23
41212,0.64,0.75
41213,0.12,0.16
41214,0.88,0.95
41215,0.05,0.52
41216,0.17,0.32
41217,0.05,0.14
41218,0.01,0.5
41219,0.03,0.15
41220,0.08,0.04
41221,0.35,0.81
41222,0.06,0.98
41223,0.62,0.97
41224,0.1,0.82
41225,0.02,0.1
41226,0.51,0.77
41227,0.02,0.04
41228,0.04,0.39
41229,0.19,0.54
41230,0.09,0.45
41231,0.09,0.22
41232,0.03,0.11
41233,0.13,0.62
41234,0.15,0.05
41235,0.68,0.65
41236,0.07,0.19
41237,0.38,0.3
41238,0.45,0.88
41239,0.14,0.04
41240,0.1,0.1
41241,0.26,0.25
41242,0.03,0.44
41243,0.17,0.03
41244,0.0,0.08
41245,0.52,0.55
41246,0.09,0.06
41247,0.43,0.55
41248,0.73,0.81
41249,0.82,0.82
41250,0.1,0.87
41251,0.04,0.5
41252,0.12,0.99
41253,0.59,0.93
41254,0.15,0.23
41255,0.78,0.54
41256,0.47,0.48
41257,0.6,0.86
41258,0.02,0.12
41259,0.33,0.36
41260,0.1,0.99
41261,0.19,0.6
41262,0.34,0.35
41263,0.01,0.09
41264,0.77,0.77
41265,0.09,0.08
41266,0.06,0.02
41267,0.02,0.16
41268,0.05,0.43
41269,0.71,0.82
41270,0.04,0.23
41271,0.36,0.24
41272,0.05,0.18
41273,0.0,0.07
41274,0.2,0.64
41275,0.1,0.11
41276,0.23,0.37
41277,0.14,0.29
41278,0.02,0.59
41279,0.2,0.25
41280,0.34,0.15
41281,0.02,0.53
41282,0.01,0.52
41283,0.05,0.36
41284,0.1,0.4
41285,0.04,0.24
41286,0.2,0.08
41287,0.37,0.57
41288,0.01,0.45
41289,0.28,0.69
41290,0.21,0.31
41291,0.43,0.82
41292,0.24,0.52
41293,0.05,0.06
41294,0.33,0.27
41295,0.21,0.43
41296,0.05,0.22
41297,0.11,0.34
41298,0.12,0.62
41299,0.11,0.08
41300,0.01,0.03
41301,0.36,0.12
41302,0.08,0.54
41303,0.02,0.47
41304,0.25,0.31
41305,0.6,0.55
41306,0.01,0.62
41307,0.08,0.37
41308,0.0,0.49
41309,0.16,0.08
41310,0.16,0.47
41311,0.25,0.52
41312,0.02,0.29
41313,0.26,0.69
41314,0.83,0.78
41315,0.01,0.07
41316,0.06,0.06
41317,0.38,0.5
41318,0.25,0.83
41319,0.0,0.03
41320,0.39,0.2
41321,0.48,0.51
41322,0.22,0.93
41323,0.13,0.44
41324,0.21,0.68
41325,0.02,0.15
41326,0.1,0.53
41327,0.0,0.02
41328,0.13,0.18
41329,0.66,0.88
41330,0.1,0.42
41331,0.04,0.41
41332,0.09,0.93
41333,0.28,0.44
41334,0.05,0.86
41335,0.06,0.51
41336,0.02,0.01
41337,0.36,0.79
41338,0.0,0.18
41339,0.08,0.87
41340,0.71,0.77
41341,0.37,0.78
41342,0.44,1.0
41343,0.54,0.56
41344,0.67,0.93
41345,0.11,0.07
41346,0.0,0.05
41347,0.03,0.12
41348,0.15,0.25
41349,0.05,0.45
41350,0.42,0.92
41351,0.22,0.33
41352,0.68,0.93
41353,0.02,0.08
41354,0.13,0.58
41355,0.03,0.01
41356,0.0,1.0
41357,0.15,0.09
41358,0.05,0.03
41359,0.22,0.47
41360,0.17,0.28
41361,0.22,0.29
41362,0.16,0.47
41363,0.08,0.39
41364,0.06,0.14
41365,0.01,0.55
41366,0.04,0.17
41367,0.03,0.07
41368,0.05,0.9
41369,0.21,0.1
41370,0.23,0.24
41371,0.09,0.16
41372,0.17,0.76
41373,0.04,0.23
41374,0.02,0.36
41375,0.15,0.23
41376,0.25,0.87
41377,0.12,0.07
41378,0.3,0.53
41379,0.01,0.27
41380,0.13,0.53
41381,0.04,0.12
41382,0.28,0.25
41383,0.36,0.38
41384,0.03,0.29
41385,0.13,0.29
41386,0.15,0.17
41387,0.61,0.48
41388,0.08,0.64
41389,0.0,0.17
41390,0.0,0.9
41391,0.54,0.6
41392,0.02,0.17
41393,0.09,0.94
41394,0.1,0.39
41395,0.11,0.29
41396,0.06,0.18
41397,0.16,0.73
41398,0.51,0.7
41399,0.01,0.95
41400,0.22,0.47
41401,0.51,0.74
41402,0.35,0.57
41403,0.06,0.3
41404,0.05,0.99
41405,0.11,0.14
41406,0.27,0.81
41407,0.06,0.76
41408,0.14,0.31
41409,0.3,0.44
41410,0.28,0.55
41411,0.02,0.31
41412,0.13,0.27
41413,0.73,0.9
41414,0.11,0.9
41415,0.09,0.32
41416,0.08,0.3
41417,0.11,0.99
41418,0.46,0.26
41419,0.66,0.89
41420,0.01,0.84
41421,0.8,0.94
41422,0.09,0.31
41423,0.21,0.73
41424,0.3,0.78
41425,0.5,0.87
41426,0.16,0.23
41427,0.01,0.48
41428,0.2,0.82
41429,0.09,0.22
41430,0.04,0.29
41431,0.52,0.73
41432,0.05,0.09
41433,0.5,0.95
41434,0.04,0.07
41435,0.04,0.07
41436,0.45,0.68
41437,0.18,0.66
41438,0.29,0.19
41439,0.06,0.12
41440,0.0,0.17
41441,0.06,0.44
41442,0.36,0.65
41443,0.03,0.15
41444,0.48,0.99
41445,0.11,0.41
41446,0.19,0.57
41447,0.48,0.71
41448,0.02,0.02
41449,0.13,0.85
41450,0.19,0.58
41451,0.04,0.23
41452,0.05,0.87
41453,0.44,0.5
41454,0.56,0.84
41455,0.26,0.47
41456,0.86,0.91
41457,0.01,0.63
41458,0.18,0.46
41459,0.02,0.17
41460,0.34,0.94
41461,0.51,0.97
41462,0.37,0.17
41463,0.46,0.72
41464,0.32,0.28
41465,0.09,0.45
41466,0.13,0.41
41467,0.07,0.46
41468,0.13,0.88
41469,0.78,0.42
41470,0.1,0.39
41471,0.44,0.71
41472,0.29,0.8
41473,0.56,0.87
41474,0.18,0.71
41475,0.02,0.54
41476,0.11,0.36
41477,0.07,0.47
41478,0.1,0.31
41479,0.21,0.46
41480,0.13,0.25
41481,0.02,0.17
41482,0.06,0.17
41483,0.02,0.88
41484,0.11,0.08
41485,0.14,0.03
41486,0.0,0.02
41487,0.6,0.73
41488,0.17,0.22
41489,0.1,0.74
41490,0.02,0.64
41491,0.5,0.84
41492,0.08,0.21
41493,0.64,0.71
41494,0.02,0.99
41495,0.25,0.3
41496,0.04,0.82
41497,0.13,0.54
41498,0.16,0.2
41499,0.12,0.25
41500,0.07,0.04
41501,0.55,0.79
41502,0.2,0.52
41503,0.42,0.5
41504,0.16,0.78
41505,0.28,0.65
41506,0.49,0.33
41507,0.1,0.23
41508,0.21,0.13
41509,0.14,0.3
41510,0.04,0.55
41511,0.18,0.83
41512,0.0,0.19
41513,0.63,0.31
41514,0.33,0.27
41515,0.1,0.65
41516,0.08,0.96
41517,0.09,0.14
41518,0.61,0.55
41519,0.19,0.69
41520,0.23,0.49
41521,0.11,0.66
41522,0.09,0.2
41523,0.06,0.05
41524,0.58,0.77
41525,0.19,0.89
41526,0.1,0.3
41527,0.09,0.23
41528,0.14,0.91
41529,0.16,0.35
41530,0.1,0.11
41531,0.51,0.65
